ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
US62944T1051,NVR,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Home Construction,UNITED STATES,"6,238,796,000","22,320,930,000","8,826,981,717"
CA9628791027,WHEATON PRECIOUS METALS,Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,CANADA,"7,423,431,000","41,758,830,000","735,250,353"
CA7800871021,ROYAL BANK OF CANADA,Financials,Banks,Banks,Banks,CANADA,"1,554,741,570,000",NA,"55,984,460,843"
SG1T75931496,SINGAPORE TELECOM,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,SINGAPORE,"34,297,167,000","52,864,038,610","5,260,522,533"
BRVALEACNOR0,VALE ON,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,BRAZIL,"70,776,143,000","65,903,500,000","25,593,289,142"
US92939U1060,WEC ENERGY GROUP,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,UNITED STATES,"47,363,200,000","46,829,970,000","6,010,375,304"
US9426222009,WATSCO,Industrials,Construction & Mats,Construction & Mats,Bldg: Climate Control,UNITED STATES,"4,479,523,000","15,440,910,000","5,690,632,177"
NO0010208051,YARA INTERNATIONAL,Basic Materials,Chemicals,Chemicals,Fertilizers,NORWAY,"14,470,054,000","12,478,660,000","9,789,906,070"
FR0000073272,SAFRAN,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,FRANCE,"54,531,711,000","144,591,276,010","17,388,003,780"
ZAE000006896,SASOL,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,SOUTH AFRICA,"18,217,764,000","8,511,642,320","10,401,911,190"
US0367521038,ELEVANCE HEALTH,Health Care,Health Care,Health Care Providers,Health Care Mgmt. Svs,UNITED STATES,"116,889,000,000",NA,"73,789,248,034"
US8793601050,TELEDYNE TECHS.,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Control,UNITED STATES,"14,200,500,000","29,213,920,000","4,060,682,747"
CA87971M1032,TELUS,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,CANADA,"40,331,702,000","35,351,408,600","6,999,120,874"
GB00B1KJJ408,WHITBREAD,Consumer Discretion,Travel & Leisure,Travel & Leisure,Hotels & Motels,UNITED KINGDOM,"12,507,655,000","12,869,487,700","2,105,564,855"
INE343H01029,SOLAR INDUSTRIES IDA.,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,INDIA,"948,321,000",NA,"654,671,552"
INE721A01047,SHRIRAM FINANCE,Financials,Financial Services,Finance & Credit Svs,Consumer Lending,INDIA,"33,932,229,000",NA,"1,492,175,121"
INE062A01020,STATE BANK OF INDIA,Financials,Banks,Banks,Banks,INDIA,"854,560,452,000",NA,"44,727,422,824"
INE692A01016,UNION BANK OF INDIA,Financials,Banks,Banks,Banks,INDIA,"176,499,253,000",NA,"8,832,745,509"
INE528G01035,YES BANK,Financials,Banks,Banks,Banks,INDIA,"48,724,331,000",NA,"2,518,346,565"
BREGIEACNOR9,ENGIE BRASIL ENERGIA ON,Utilities,Utilities,Electricity,Alt. Electricity,BRAZIL,"8,111,597,000","10,945,600,900","1,131,967,756"
BRWEGEACNOR0,WEG ON,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,BRAZIL,"6,531,046,000","33,805,732,310","4,130,260,851"
CNE000000V89,SHANGHAI INTL.ARPT.'A',Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,CHINA,"9,357,448,000","10,637,674,700","992,738,078"
CNE000000WQ6,ZHEJIANG JUHUA 'A',Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,CHINA,"3,805,871,000","14,023,658,670","2,487,042,446"
CNE000001F70,SANY HEAVY INDUSTRY 'A',Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Const.,CHINA,"20,353,895,000","23,078,592,480","7,213,166,299"
CNE000000Q11,SDIC CAPITAL 'A',Financials,Financial Services,Inv. Banking & Broker,Investment Services,CHINA,"41,292,985,000",NA,"663,324,373"
CNE000000S01,YUNNAN YUNTIANHUA 'A',Basic Materials,Chemicals,Chemicals,Fertilizers,CHINA,"6,969,730,000","9,512,669,930","6,194,476,640"
DE000ENAG999,E ON N,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,GERMANY,"113,487,011,000","103,827,670,940","57,981,204,852"
CNE000000YM1,CHINA JUSHI 'A',Basic Materials,Chemicals,Chemicals,Chem. & Syn. Fibers,CHINA,"7,254,748,000","9,772,210,490","1,612,025,126"
DE0008232125,DEUTSCHE LUFTHANSA,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,GERMANY,"45,944,439,000","19,009,732,920","22,206,524,614"
MYL5347OO009,TENAGA NASIONAL,Utilities,Utilities,Electricity,Conv. Electricity,MALAYSIA,"45,774,895,000","30,152,137,140","7,909,454,067"
CA74935Q1072,RB GLOBAL (NYS),Consumer Discretion,Consumer Prod & Svs,Consumer Services,Consumer Svs: Misc.,CANADA,"11,796,570,000","17,810,000,000","2,296,894,695"
CNE000001GL8,TCL TECHNOLOGY GROUP 'A',Technology,Technology,"Tech. Hardware, Equip",Semiconductors,CHINA,"51,479,905,000","37,559,545,590","16,187,192,906"
TW0002303005,UNITED MICRO ELTN.,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,TAIWAN,"17,233,458,000","14,755,731,040","5,075,164,963"
TW0001519007,FORTUNE ELECTRIC,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,TAIWAN,"664,676,000","7,372,695,370","441,325,314"
TW0001476000,ECLAT TEXTILE,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",TAIWAN,"1,093,563,000","3,716,046,020","641,159,313"
DE000A0D9PT0,MTU AERO ENGINES HLDG.,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,GERMANY,"12,582,170,000","23,191,069,320","4,697,697,398"
TW0002327004,YAGEO,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,TAIWAN,"11,072,482,000","15,369,766,260","2,658,092,246"
QA0006929853,QATAR ISLAMIC BANK,Financials,Banks,Banks,Banks,QATAR,"55,144,594,000",NA,"1,980,836,077"
QA000A0M8VM3,MASRAF AL RAYAN,Financials,Banks,Banks,Banks,QATAR,"46,988,103,000",NA,"1,591,602,101"
QA0006929879,QATAR INTL.ISLAMIC BANK,Financials,Banks,Banks,Banks,QATAR,"16,473,472,000",NA,"653,023,049"
KR7021240007,COWAY,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Household Appliance,SOUTH KOREA,"3,800,729,000","5,475,708,280","2,416,876,921"
CNE000001J84,ZHEJIANG NHU 'A',Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,CHINA,"5,889,226,000","9,764,402,370","2,241,453,744"
CNE100000650,GRG BANKING EQUIPMENT 'A',Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,CHINA,"3,807,848,000",NA,"1,066,275,517"
CNE1000006C3,TONGFU MICROELS.'A',Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,CHINA,"5,344,038,000","9,661,623,630","2,343,420,739"
US42809H1077,HESS DEAD - DELIST.18/07/25,Energy,Energy,"Oil, Gas and Coal",Offshore Drill & Svs,UNITED STATES,"25,972,000,000","52,314,030,000","9,724,519,099"
CA13646K1084,CANADIAN PACIFIC KANSAS CITY,Industrials,Ind. Goods & Services,Ind. Transportation,Railroads,CANADA,"61,009,652,000","82,161,490,020","5,925,415,948"
US1344291091,THE CAMPBELL S COMPANY,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,UNITED STATES,"14,896,000,000","16,069,220,000","7,762,743,439"
US94106L1098,WASTE MANAGEMENT,Utilities,Utilities,Waste & Disposal Svs,Waste & Disposal Svs,UNITED STATES,"44,567,000,000","104,642,700,000","10,928,928,285"
US2788651006,ECOLAB,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,UNITED STATES,"22,232,300,000","82,051,680,000","11,681,729,752"
US5024311095,L3HARRIS TECHNOLOGIES,Industrials,Ind. Goods & Services,Aerospace & Defense,Defense,UNITED STATES,"41,881,000,000","63,022,300,000","12,920,064,818"
US4523081093,ILLINOIS TOOL WORKS,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,UNITED STATES,"14,698,000,000","78,646,190,000","11,397,729,161"
IE00B4BNMY34,ACCENTURE CLASS A,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED STATES,"61,603,682,000","147,541,600,000","44,105,679,866"
US40434L1052,HP,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,UNITED STATES,"36,598,000,000","31,118,050,000","38,361,629,146"
US1890541097,CLOROX,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Nondur.Household Prod,UNITED STATES,"5,561,000,000","17,888,020,000","5,691,384,393"
US2310211063,CUMMINS,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Engines,UNITED STATES,"30,421,000,000","59,478,940,000","22,906,617,305"
US0718131099,BAXTER INTL.,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"25,578,000,000","20,278,880,000","4,927,654,646"
GB0031348658,BARCLAYS,Financials,Banks,Banks,Banks,UNITED KINGDOM,"1,893,479,764,000",NA,"40,123,542,257"
FR0014004L86,DASSAULT AVIATION,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,FRANCE,"29,748,993,000","10,964,399,340","3,914,564,558"
JP3689500001,ORACLE JAPAN,Technology,Technology,Software & Comp. Svs.,Software,JAPAN,"2,172,265,000","11,458,029,220","766,575,931"
FR0006174348,BUREAU VERITAS,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,FRANCE,"7,313,626,000","16,072,281,600","4,090,919,162"
US0382221051,APPLIED MATS.,Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,UNITED STATES,"32,016,000,000","155,940,800,000","19,464,807,664"
SE0007100581,ASSA ABLOY B,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,SWEDEN,"20,047,306,000","47,796,921,420","10,151,450,993"
KR7003670007,POSCO FUTURE M,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,SOUTH KOREA,"5,206,707,000","13,700,077,390","1,928,987,553"
NO0013536151,KONGSBERG GRUPPEN,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,NORWAY,"6,067,016,000","24,535,685,400","3,085,036,501"
CNE1000004S4,ZHEJIANG EXPRESSWAY 'H',Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,CHINA,"29,579,417,000","3,844,691,310","1,449,935,320"
JP3300200007,KONAMI GROUP,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Elec. Entertainment,JAPAN,"4,239,065,000","14,482,429,820","1,965,921,140"
JP3902400005,MITSUBISHI ELECTRIC,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,JAPAN,"41,878,645,000","38,836,320,340","26,472,322,161"
JP3818000006,FUJITSU,Technology,Technology,Software & Comp. Svs.,Computer Services,JAPAN,"21,869,180,000","39,858,656,110","9,965,389,719"
JP3735400008,NTT,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,JAPAN,"196,582,868,000","141,414,663,470","45,807,584,934"
JP3435000009,SONY GROUP,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Consumer Electronics,JAPAN,"232,271,505,000","155,326,476,910","60,418,518,972"
AU000000BXB1,BRAMBLES,Industrials,Ind. Goods & Services,General Industrials,Containers & Package,AUSTRALIA,"9,379,008,000","28,583,700,000","4,847,084,707"
DE0005785802,FRESENIUS MED.CARE,Health Care,Health Care,Health Care Providers,Health Care Services,GERMANY,"34,520,013,000","25,923,282,080","8,355,922,242"
INE208A01029,ASHOK LEYLAND,Industrials,Ind. Goods & Services,Ind. Transportation,"Comm. Vehicles, Parts",INDIA,"9,540,647,000","8,846,705,290","3,326,778,900"
TRAASELS91H2,ASELSAN ELNK.SANVETC.,Industrials,Ind. Goods & Services,Aerospace & Defense,Defense,TURKEY,"6,635,918,000","18,941,358,600","2,059,595,257"
INE465A01025,BHARAT FORGE,Basic Materials,Basic Resources,Ind. Metals & Mining,Metal Fabricating,INDIA,"2,328,021,000","7,552,732,640","1,357,976,328"
INE702C01027,APL APOLLO TUBES,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,INDIA,"888,735,000","5,584,241,600","1,857,849,750"
INE216A01030,BRITANNIA INDS.,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,INDIA,"1,029,800,000","16,201,757,450","1,589,369,667"
BMG2519Y1084,CREDICORP,Financials,Banks,Banks,Banks,UNITED STATES,"67,853,181,000",NA,"4,309,968,036"
US0533321024,AUTOZONE,Consumer Discretion,Retailers,Retailers,Specialty Retailers,UNITED STATES,"19,236,891,000","75,506,190,000","14,289,310,360"
US4592001014,INTERNATIONAL BUS.MCHS.,Technology,Technology,Software & Comp. Svs.,Computer Services,UNITED STATES,"130,197,000,000","316,255,000,000","26,341,694,679"
JP3420600003,SEKISUI HOUSE,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Home Construction,JAPAN,"30,986,151,000","23,328,178,100","21,636,066,923"
CNE000001733,GUANGZHOU BAIYUNSHAN PHARM.HDG.'A',Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,CHINA,"11,024,837,000","4,977,001,680","5,643,452,995"
TH0168A10Z01,BUMRUNGRAD HOSPITAL,Health Care,Health Care,Health Care Providers,Health Care Facility,THAILAND,"948,582,000","4,242,964,120","313,775,203"
US4581401001,INTEL,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,UNITED STATES,"195,882,000,000","183,597,800,000","38,033,586,686"
JP3137200006,ISUZU MOTORS,Industrials,Ind. Goods & Services,Ind. Transportation,"Comm. Vehicles, Parts",JAPAN,"21,782,281,000","10,825,123,120","12,676,457,987"
JP3143600009,ITOCHU,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,JAPAN,"100,741,945,000","113,972,270,810","70,591,282,809"
JP3500610005,RESONA HOLDINGS,Financials,Banks,Banks,Banks,JAPAN,"517,325,939,000","21,466,987,460","4,263,636,272"
JP3893600001,MITSUI,Industrials,Ind. Goods & Services,Ind. Support Services,Industrial Suppliers,JAPAN,"111,790,759,000","85,139,357,230","62,070,358,469"
CH0114405324,GARMIN,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Consumer Electronics,UNITED STATES,"8,808,006,000","39,638,130,000","4,390,843,456"
JP3837800006,HOYA,Health Care,Health Care,Medical Eq. Services,Medical Supplies,JAPAN,"8,165,954,000","47,710,373,080","2,683,106,565"
US61174X1090,MONSTER BEVERAGE,Consumer Staples,"Food, Bev. and Tobacc",Beverages,Soft Drinks,UNITED STATES,"7,534,829,000","64,353,860,000","4,585,640,827"
JP3684000007,NITTO DENKO,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,JAPAN,"8,720,387,000","13,700,134,160","5,031,436,787"
US0584981064,BALL,Industrials,Ind. Goods & Services,General Industrials,Containers & Package,UNITED STATES,"17,565,000,000","21,413,140,000","8,456,171,560"
KYG040111059,ANTA SPORTS PRODUCTS,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",HONG KONG,"15,204,544,000","30,653,949,510","5,538,141,262"
JP3726800000,JAPAN TOBACCO,Consumer Staples,"Food, Bev. and Tobacc",Tobacco,Tobacco,JAPAN,"52,094,301,000","61,850,598,170","13,360,722,688"
JP3409000001,SUMITOMO REAL.&DEV.,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",JAPAN,"44,830,282,000","45,026,270,900","5,179,638,087"
JP3893200000,MITSUI FUDOSAN,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",JAPAN,"65,717,057,000","57,631,825,350","13,407,520,602"
JP3371200001,SHIN-ETSU CHEMICAL,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,JAPAN,"37,090,054,000","45,734,421,300","12,710,368,192"
JP3897700005,MITSUBISHI CHEMICAL GROUP,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,JAPAN,"38,627,596,000","23,129,272,710","21,872,039,365"
JP3160400002,EISAI,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,JAPAN,"8,594,595,000","8,328,062,490","2,899,639,646"
HK3808041546,SINOTRUK (HONG KONG),Industrials,Ind. Goods & Services,Ind. Transportation,"Comm. Vehicles, Parts",HONG KONG,"17,485,272,000","6,259,633,570","7,629,921,080"
KYG126521064,BOSIDENG INTL.HOLDINGS,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",HONG KONG,"3,704,200,000","6,357,493,090","2,038,629,671"
NL0000334118,ASM INTERNATIONAL,Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,NETHERLANDS,"5,309,207,000","26,786,391,230","2,175,100,576"
US00846U1016,AGILENT TECHS.,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"11,495,000,000","38,342,180,000","3,016,080,457"
JP3753000003,NIPPON YUSEN KK,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,JAPAN,"28,816,176,000","18,583,345,010","10,141,877,741"
JP3180400008,OSAKA GAS,Utilities,Utilities,"Gas, Water & Mul Util",Gas Distribution,JAPAN,"21,402,463,000","17,228,559,810","9,669,748,896"
INE860A01027,HCL TECHNOLOGIES,Technology,Technology,Software & Comp. Svs.,Computer Services,INDIA,"12,223,812,000","44,337,989,080","5,748,740,624"
US00971T1016,AKAMAI TECHS.,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED STATES,"9,885,536,000","13,234,200,000","1,675,364,188"
ES0125220311,ACCIONA,Industrials,Construction & Mats,Construction & Mats,Construction,SPAIN,"33,791,995,000","22,856,134,220","14,842,941,468"
ZAE000066692,ASPEN PHMCR.HDG.,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,SOUTH AFRICA,"7,521,766,000","4,457,251,800","1,340,313,241"
FR0000133308,ORANGE,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,FRANCE,"107,019,375,000","75,871,905,430","20,837,316,258"
US1696561059,CHIPOTLE MEXN.GRILL,Consumer Discretion,Travel & Leisure,Travel & Leisure,Restaurants & Bars,UNITED STATES,"9,204,374,000","48,412,800,000","6,456,234,121"
US12572Q1058,CME GROUP,Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"137,447,000,000",NA,"2,619,707,184"
PLBUDMX00013,BUDIMEX,Industrials,Construction & Mats,Construction & Mats,Construction,POLAND,"1,712,667,000","3,888,930,450","1,648,835,761"
AU000000SUN6,SUNCORP GROUP,Financials,Insurance,Non-life Insurance,Full Line Insurance,AUSTRALIA,"19,559,296,000",NA,"6,875,220,875"
US3696043013,GE AEROSPACE,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,UNITED STATES,"116,029,000,000","333,969,900,000","23,448,175,784"
HK1093012172,CSPC PHARMACEUTICAL GP.,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,HONG KONG,"6,047,650,000","12,784,389,440","2,225,140,862"
CA1363751027,CANADIAN NATIONAL RY.,Industrials,Ind. Goods & Services,Ind. Transportation,Railroads,CANADA,"39,200,426,000","74,286,915,750","6,943,808,267"
JP3497400006,DAIFUKU,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,JAPAN,"4,207,222,000","10,227,064,250","3,209,682,444"
US14040H1059,CAPITAL ONE FINL.,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,UNITED STATES,"490,144,000,000",NA,"34,144,832,947"
CA12532H1047,CGI A,Technology,Technology,Software & Comp. Svs.,Computer Services,CANADA,"13,858,170,000",NA,"4,800,582,336"
US1331311027,CAMDEN PROPERTY TST.,Real Estate,Real Estate,REITs,Residential REITs,UNITED STATES,"8,852,144,000","15,270,070,000","544,202,183"
CA3759161035,GILDAN ACTIVEWEAR,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",CANADA,"3,685,543,000","14,563,580,000","1,778,162,321"
US0530151036,AUTOMATIC DATA PROC.,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED STATES,"53,313,200,000","111,688,600,000","13,015,842,184"
BMG2113B1081,CHINA RESOURCES GAS GROUP,Utilities,Utilities,"Gas, Water & Mul Util",Gas Distribution,HONG KONG,"16,981,911,000","8,747,319,780","9,237,864,862"
US74834L1008,QUEST DIAGNOSTICS,Health Care,Health Care,Medical Eq. Services,Medical Services,UNITED STATES,"16,153,000,000","25,518,480,000","4,573,693,744"
JP3866800000,PANASONIC HOLDINGS,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Consumer Electronics,JAPAN,"59,814,370,000","30,736,830,300","39,440,340,494"
CNE1000000S2,BANK OF COMMS.'A',Financials,Banks,Banks,Banks,CHINA,"2,035,542,505,000",NA,"43,355,619,974"
US26875P1012,EOG RES.,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,UNITED STATES,"47,147,000,000","65,685,680,000","17,704,114,407"
CLP1506A1070,BANCO SANTANDER CHILE,Financials,Banks,Banks,Banks,CHILE,"68,373,287,000",NA,"3,097,043,166"
CNE000001BC8,ZHEJIANG CHINA COMD.CTY. GP.'A',Consumer Discretion,Retailers,Retailers,Diversified Retailers,CHINA,"5,357,572,000","13,857,714,140","1,625,929,616"
